date,absorption_units_12_mo,demand_units,inventory_units,net_delivered_units_12_mo,horizon,market,date_calculated,slice
2020-03-31,7907.0,86858.65625,99115.0,7914.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class A
2021-03-31,11265.0,98123.7734375,111650.0,12535.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class A
2022-03-31,9608.0,107731.6171875,116247.0,4597.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class A
2023-03-31,4430.0,112161.40625,126801.0,10554.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class A
2024-03-31,9517.0,121679.3828125,141706.0,14905.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class A
2025-03-31,12197.099609375,131326.296875,150865.0,12210.7667,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class A
2020-03-31,1312.0,215957.25,234482.0,2725.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class B
2021-03-31,7539.0,223495.3125,236834.0,2352.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class B
2022-03-31,829.0,224325.09375,239425.0,2591.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class B
2023-03-31,-1849.0,222476.796875,245093.0,5668.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class B
2024-03-31,2432.0,224909.25,254063.0,8970.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class B
2025-03-31,8987.2998046875,232861.421875,264349.0,12302.4667,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class B
2020-03-31,-264.0,105949.203125,115580.0,-138.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class C
2021-03-31,1738.0,107686.671875,115466.0,-114.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class C
2022-03-31,-215.0,107471.1875,115220.0,-246.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class C
2023-03-31,-3184.0,104290.6640625,115233.0,13.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class C
2024-03-31,-2206.0,102088.515625,115272.0,39.0,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class C
2025-03-31,-560.066650390625,101440.234375,115272.0,121.8,5 Yrs (2020-2025),"Atlanta,Georgia",2020-03-31,Class C
2020-03-31,5027.0,61561.609375,70347.0,7753.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class A
2021-03-31,6449.0,68010.375,76470.0,6123.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class A
2022-03-31,8385.0,76395.5625,84131.0,7661.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class A
2023-03-31,4085.0,80480.4375,88868.0,4737.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class A
2024-03-31,3873.0,84353.4140625,99771.0,10903.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class A
2025-03-31,10145.966796875,92845.9140625,110078.0,14633.8,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class A
2020-03-31,2841.0,107944.859375,117360.0,3312.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class B
2021-03-31,3773.0,111716.890625,122308.0,4948.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class B
2022-03-31,7379.0,119091.515625,128156.0,5848.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class B
2023-03-31,2850.0,121940.25,136339.0,8183.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class B
2024-03-31,8061.0,130001.0234375,151941.0,15602.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class B
2025-03-31,12162.5,139422.375,164734.0,16975.7667,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class B
2020-03-31,-376.0,39760.8125,42565.0,-52.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class C
2021-03-31,-549.0,39212.71875,42859.0,294.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class C
2022-03-31,1381.0,40592.34375,43079.0,220.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class C
2023-03-31,-1035.0,39560.1171875,43136.0,57.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class C
2024-03-31,-940.0,38622.28125,43265.0,129.0,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class C
2025-03-31,-613.866638183594,38215.8984375,43271.0,-8.5,5 Yrs (2020-2025),"Austin,Texas",2020-03-31,Class C
2020-03-31,1900.0,27514.7265625,31756.0,2918.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class A
2021-03-31,3319.0,30821.294921875,34153.0,2397.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class A
2022-03-31,1831.0,32652.681640625,34566.0,413.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class A
2023-03-31,152.0,32804.9375,36307.0,1741.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class A
2024-03-31,2124.0,34929.3359375,39289.0,2982.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class A
2025-03-31,2195.36669921875,36584.44921875,41159.0,2648.1667,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class A
2020-03-31,749.0,76182.8046875,80874.0,757.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class B
2021-03-31,2135.0,78315.0078125,81501.0,625.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class B
2022-03-31,362.0,78675.5234375,82042.0,541.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class B
2023-03-31,-1318.0,77351.3359375,82146.0,104.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class B
2024-03-31,773.0,78120.1796875,83087.0,941.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class B
2025-03-31,1320.93334960938,78974.8671875,84191.0,1413.3333,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class B
2020-03-31,693.0,84745.171875,89129.0,43.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class C
2021-03-31,1243.0,85985.9921875,89129.0,0.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class C
2022-03-31,-380.0,85604.0390625,89128.0,-1.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class C
2023-03-31,-2548.0,83054.7109375,88828.0,-300.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class C
2024-03-31,-57.0,82998.359375,88828.0,0.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class C
2025-03-31,-432.266662597656,82703.4921875,88828.0,0.0,5 Yrs (2020-2025),"Baltimore,Maryland",2020-03-31,Class C
2020-03-31,-1.0,4610.4638671875,5183.0,79.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class A
2021-03-31,146.0,4755.1162109375,5501.0,318.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class A
2022-03-31,292.0,5046.75537109375,6015.0,514.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class A
2023-03-31,196.0,5242.18212890625,6289.0,274.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class A
2024-03-31,585.0,5826.98876953125,7236.0,947.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class A
2025-03-31,798.966674804688,6477.31005859375,7584.0,464.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class A
2020-03-31,240.0,26955.8984375,29283.0,119.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class B
2021-03-31,356.0,27313.029296875,29938.0,655.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class B
2022-03-31,910.0,28222.919921875,30463.0,525.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class B
2023-03-31,-444.0,27779.16015625,31141.0,678.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class B
2024-03-31,289.0,28068.099609375,31479.0,338.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class B
2025-03-31,475.666656494141,28476.546875,32015.0,536.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class B
2020-03-31,-437.0,24029.853515625,26808.0,-40.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class C
2021-03-31,503.0,24530.916015625,26744.0,-64.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class C
2022-03-31,-49.0,24481.328125,26700.0,-44.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class C
2023-03-31,-422.0,24060.09765625,26728.0,28.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class C
2024-03-31,-314.0,23746.19140625,26739.0,11.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class C
2025-03-31,-155.733337402344,23657.189453125,26713.0,-26.0,5 Yrs (2020-2025),"Birmingham,Alabama",2020-03-31,Class C
2020-03-31,4186.0,42413.0078125,48364.0,6469.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class A
2021-03-31,4128.0,46538.9375,53277.0,4913.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class A
2022-03-31,6882.0,53399.01953125,57339.0,4062.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class A
2023-03-31,2849.0,56238.8125,61401.0,4062.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class A
2024-03-31,2867.0,59107.94921875,63881.0,2480.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class A
2025-03-31,2448.39990234375,61017.66015625,65869.0,2499.3667,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class A
2020-03-31,2888.0,82339.8359375,88154.0,3678.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class B
2021-03-31,3650.0,85926.96875,92800.0,4673.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class B
2022-03-31,5975.0,91863.6484375,95979.0,3179.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class B
2023-03-31,2685.0,94534.3125,100380.0,4401.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class B
2024-03-31,4481.0,98979.8828125,105973.0,5593.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class B
2025-03-31,5346.2333984375,103048.0,109470.0,4666.6667,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class B
2020-03-31,-198.0,103917.8046875,107329.0,119.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class C
2021-03-31,-657.0,103261.75,107532.0,203.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class C
2022-03-31,1627.0,104865.984375,107608.0,76.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class C
2023-03-31,-298.0,104569.8203125,107618.0,10.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class C
2024-03-31,-442.0,104126.9921875,107670.0,52.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class C
2025-03-31,50.966667175293,104202.3515625,107680.0,39.0,5 Yrs (2020-2025),"Boston,Massachusetts",2020-03-31,Class C
2020-03-31,47.0,1942.87548828125,1991.0,41.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class A
2021-03-31,460.0,2401.44067382813,2592.0,601.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class A
2022-03-31,189.0,2590.853515625,2837.0,245.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class A
2023-03-31,247.0,2838.13671875,3007.0,170.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class A
2024-03-31,124.0,2962.99389648438,3103.0,96.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class A
2025-03-31,81.6999969482422,3036.04248046875,3170.0,90.2,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class A
2020-03-31,898.0,14632.45703125,15355.0,839.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class B
2021-03-31,441.0,15062.4970703125,15869.0,514.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class B
2022-03-31,903.0,15928.2109375,16602.0,733.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class B
2023-03-31,435.0,16353.0302734375,17057.0,455.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class B
2024-03-31,248.0,16600.533203125,17788.0,731.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class B
2025-03-31,690.366638183594,17238.1875,18244.0,462.7667,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class B
2020-03-31,162.0,24546.779296875,25654.0,135.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class C
2021-03-31,344.0,24883.740234375,25654.0,0.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class C
2022-03-31,10.0,24891.771484375,25654.0,0.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class C
2023-03-31,-156.0,24737.0859375,25746.0,92.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class C
2024-03-31,-280.0,24457.859375,25746.0,0.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class C
2025-03-31,-165.16667175293,24403.791015625,25746.0,0.0,5 Yrs (2020-2025),"Buffalo,New York",2020-03-31,Class C
2020-03-31,5198.0,39164.22265625,44143.0,4142.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class A
2021-03-31,4521.0,43682.16796875,49590.0,5447.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class A
2022-03-31,5594.0,49276.01953125,54557.0,4967.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class A
2023-03-31,3550.0,52826.25390625,60484.0,5927.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class A
2024-03-31,3322.0,56148.45703125,65746.0,5262.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class A
2025-03-31,5646.033203125,60925.09375,71959.0,8035.1667,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class A
2020-03-31,2066.0,85980.546875,92658.0,2551.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class B
2021-03-31,4014.0,89991.875,97427.0,4769.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class B
2022-03-31,5614.0,95602.2109375,102603.0,5176.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class B
2023-03-31,1422.0,97016.3984375,107396.0,4793.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class B
2024-03-31,4674.0,101685.8515625,115918.0,8522.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class B
2025-03-31,7226.2666015625,107469.1875,122419.0,8563.8667,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class B
2020-03-31,268.0,36112.3828125,38092.0,83.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class C
2021-03-31,279.0,36389.640625,38092.0,0.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class C
2022-03-31,-10.0,36380.71875,38092.0,0.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class C
2023-03-31,-717.0,35668.66796875,38234.0,142.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class C
2024-03-31,-409.0,35252.84765625,38234.0,0.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class C
2025-03-31,-129.866668701172,35069.2109375,38260.0,26.0,5 Yrs (2020-2025),"Charlotte,North Carolina",2020-03-31,Class C
2020-03-31,6361.0,60043.8671875,67357.0,5966.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class A
2021-03-31,3087.0,63120.921875,71153.0,3796.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class A
2022-03-31,7062.0,70174.84375,76736.0,5583.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class A
2023-03-31,2603.0,72774.71875,79001.0,2265.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class A
2024-03-31,4061.0,76831.40625,84301.0,5300.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class A
2025-03-31,4925.5,80901.7734375,87560.0,4906.2,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class A
2020-03-31,3703.0,156499.953125,169004.0,5146.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class B
2021-03-31,3257.0,159732.21875,173470.0,4466.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class B
2022-03-31,8233.0,167898.109375,177695.0,4225.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class B
2023-03-31,4184.0,172040.5625,181433.0,3738.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class B
2024-03-31,3595.0,175625.421875,187074.0,5641.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class B
2025-03-31,3953.7333984375,178608.796875,189268.0,3508.6667,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class B
2020-03-31,11.0,275959.375,292009.0,162.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class C
2021-03-31,-460.0,275499.5,291946.0,-63.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class C
2022-03-31,2608.0,278096.875,292162.0,216.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class C
2023-03-31,628.0,278723.40625,292491.0,329.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class C
2024-03-31,858.0,279573.125,292525.0,34.0,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class C
2025-03-31,812.566650390625,280050.5,292649.0,116.2667,5 Yrs (2020-2025),"Chicago,Illinois",2020-03-31,Class C
2020-03-31,328.0,8412.5068359375,9548.0,909.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class A
2021-03-31,842.0,9254.0625,10289.0,741.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class A
2022-03-31,928.0,10181.080078125,10553.0,264.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class A
2023-03-31,670.0,10851.421875,11564.0,1011.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class A
2024-03-31,952.0,11802.8203125,12722.0,1158.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class A
2025-03-31,611.333312988281,12248.716796875,13019.0,470.0333,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class A
2020-03-31,414.0,47083.9609375,49825.0,715.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class B
2021-03-31,1540.0,48625.72265625,50832.0,1007.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class B
2022-03-31,1311.0,49936.0625,51591.0,759.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class B
2023-03-31,544.0,50479.546875,53535.0,1944.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class B
2024-03-31,1302.0,51781.90234375,55955.0,2420.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class B
2025-03-31,2395.69995117188,53763.6953125,58622.0,3139.7,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class B
2020-03-31,107.0,67360.859375,71879.0,64.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class C
2021-03-31,861.0,68219.875,71984.0,105.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class C
2022-03-31,116.0,68333.859375,71824.0,-160.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class C
2023-03-31,-483.0,67851.6171875,72269.0,445.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class C
2024-03-31,122.0,67973.2734375,72269.0,0.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class C
2025-03-31,0.866666674613953,67970.0546875,72419.0,150.0,5 Yrs (2020-2025),"Cincinnati,Ohio",2020-03-31,Class C
2020-03-31,360.0,3961.36694335938,4657.0,453.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class A
2021-03-31,315.0,4278.74267578125,5322.0,665.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class A
2022-03-31,933.0,5197.72216796875,5780.0,458.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class A
2023-03-31,149.0,5343.98486328125,5891.0,111.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class A
2024-03-31,261.0,5605.39697265625,6522.0,631.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class A
2025-03-31,468.433319091797,5971.87451171875,7419.0,983.0333,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class A
2020-03-31,770.0,37307.8515625,39947.0,822.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class B
2021-03-31,977.0,38271.59375,40792.0,845.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class B
2022-03-31,863.0,39131.3046875,41092.0,300.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class B
2023-03-31,472.0,39606.17578125,42816.0,1724.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class B
2024-03-31,997.0,40605.84765625,44550.0,1734.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class B
2025-03-31,1165.33337402344,41663.95703125,45073.0,783.0333,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class B
2020-03-31,94.0,78285.7109375,83600.0,0.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class C
2021-03-31,999.0,79282.390625,83651.0,51.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class C
2022-03-31,352.0,79626.2890625,83769.0,118.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class C
2023-03-31,-1206.0,78418.734375,83789.0,20.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class C
2024-03-31,-1035.0,77383.84375,83789.0,0.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class C
2025-03-31,196.300003051758,77616.421875,83789.0,0.0,5 Yrs (2020-2025),"Cleveland,Ohio",2020-03-31,Class C
2020-03-31,1269.0,18549.60546875,20712.0,1471.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class A
2021-03-31,1684.0,20231.666015625,22025.0,1313.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class A
2022-03-31,1841.0,22071.93359375,23169.0,1144.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class A
2023-03-31,15.0,22089.26171875,23443.0,274.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class A
2024-03-31,171.0,22259.1328125,24250.0,807.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class A
2025-03-31,746.799987792969,22970.900390625,24955.0,966.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class A
2020-03-31,2343.0,68209.515625,73863.0,2793.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class B
2021-03-31,4226.0,72427.7578125,78650.0,4787.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class B
2022-03-31,6157.0,78577.6640625,82860.0,4210.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class B
2023-03-31,2432.0,81008.1015625,88361.0,5501.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class B
2024-03-31,4835.0,85842.515625,95630.0,7269.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class B
2025-03-31,5554.466796875,90132.15625,99553.0,4859.7,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class B
2020-03-31,-388.0,87832.2578125,93163.0,-77.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class C
2021-03-31,790.0,88622.296875,93320.0,157.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class C
2022-03-31,164.0,88783.578125,93582.0,262.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class C
2023-03-31,-332.0,88451.734375,93670.0,88.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class C
2024-03-31,-82.0,88370.6328125,93766.0,96.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class C
2025-03-31,-402.533325195313,87981.7421875,93766.0,0.0,5 Yrs (2020-2025),"Columbus,Ohio",2020-03-31,Class C
2020-03-31,18270.0,174939.9375,200871.0,19000.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class A
2021-03-31,19208.0,194131.234375,219811.0,18940.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class A
2022-03-31,21414.0,215544.578125,232434.0,12623.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class A
2023-03-31,5607.0,221147.375,244009.0,11575.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class A
2024-03-31,9018.0,230166.109375,257310.0,13301.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class A
2025-03-31,13140.3662109375,240531.765625,269910.0,17435.2667,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class A
2020-03-31,4357.0,325446.84375,353581.0,7008.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class B
2021-03-31,8973.0,334414.75,362490.0,8909.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class B
2022-03-31,14413.0,348826.4375,373079.0,10589.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class B
2023-03-31,1855.0,350680.0,386831.0,13752.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class B
2024-03-31,8601.0,359273.46875,409108.0,22277.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class B
2025-03-31,17313.900390625,374145.5,427801.0,23901.4,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class B
2020-03-31,-102.0,185514.9375,198614.0,42.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class C
2021-03-31,835.0,186351.734375,198586.0,-29.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class C
2022-03-31,2039.0,188387.25,198613.0,27.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class C
2023-03-31,-4029.0,184366.09375,198970.0,355.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class C
2024-03-31,-2091.0,182274.765625,199545.0,575.0,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class C
2025-03-31,-520.666687011719,181792.171875,199523.0,-32.6333,5 Yrs (2020-2025),"Dallas,Texas",2020-03-31,Class C
2020-03-31,5661.0,67000.5703125,75822.0,6647.0,5 Yrs (2020-2025),"Denver,Colorado",2020-03-31,Class A
2021-03-31,6697.0,73690.59375,80743.0,4921.0,5 Yrs (2020-2025),"Denver,Colorado",2020-03-31,Class A
